module	name	class	n_steps	pC3_alone	rest_of_genome	whole_genome	pC3_unique_complete	pC3_raises_completeness
M00979	Ajmaline biosynthesis, geissoschizine => ajmaline	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	8	0.0000	0.0000	0.0000	0	0
M00980	Strychnine biosynthesis, geissoschizine => strychnine	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	5	0.0000	0.0000	0.0000	0	0
M00981	Geissoschizine biosynthesis, tryptophan => geissoschizine	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	4	0.0000	0.0000	0.0000	0	0
M00982	Methylcitrate cycle	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	7	0.0000	0.8571	0.8571	0	0
M00983	GPI-anchor remodeling	Pathway modules; Glycan metabolism; Glycan biosynthesis	4	0.0000	0.0000	0.0000	0	0
M00984	Sulfur oxidation, tetrathionate intermediate (S4I) pathway, thiosulfate => sulfur + sulfate + thiosulfate	Pathway modules; Energy metabolism; Sulfur metabolism	2	0.0000	0.0000	0.0000	0	0
M00985	Sulfide oxidation, sulfide => sulfur	Pathway modules; Energy metabolism; Sulfur metabolism	1	0.0000	0.0000	0.0000	0	0
M00986	Sulfur reduction, sulfur => sulfide	Pathway modules; Energy metabolism; Sulfur metabolism	1	0.0000	0.0000	0.0000	0	0
M00987	Assimilatory sulfate reduction, plants, sulfate => H2S	Pathway modules; Energy metabolism; Sulfur metabolism	3	0.0000	0.0000	0.0000	0	0
M00988	PreQ1 biosynthesis, GTP => 7-Aminomethyl-7-deazaguanine	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	5	0.0000	0.8000	0.8000	0	0
M00989	Ubiquinone biosynthesis, O2-independent, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	6	0.0000	0.3333	0.3333	0	0
M00990	Dimethylsulfoniopropionate (DMSP) degradation, demethylation pathway, DMSP => methanethiol	Pathway modules; Energy metabolism; Sulfur metabolism	4	0.2500	0.2500	0.2500	0	0
M00991	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA	Pathway modules; Energy metabolism; Sulfur metabolism	3	0.0000	0.0000	0.0000	0	0
M00992	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA	Pathway modules; Energy metabolism; Sulfur metabolism	5	0.0000	0.0000	0.0000	0	0
M00993	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA	Pathway modules; Energy metabolism; Sulfur metabolism	2	0.0000	0.0000	0.0000	0	0
M00994	UDP-GlcA biosynthesis, myo-inositol => GlcA => UDP-GlcA	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.0000	0.0000	0.0000	0	0
M00995	UDP-MurNAc biosynthesis, Fru-6P => UDP-MurNAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	5	0.0000	0.4000	0.4000	0	0
M00996	UDP-MurNAc biosynthesis, anhMurNAc => UDP-MurNAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	4	0.0000	0.7500	0.7500	0	0
M00997	UDP-Xyl/L-Ara biosynthesis, UDP-Glc => UDP-Xyl => UDP-L-Ala	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.3333	0.3333	0.6667	0	1
M00998	UDP-L-Ara biosynthesis, L-Ala => UDP-L-Ala	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	0.0000	0.0000	0	0
M00999	UDP-GlcA/GalA biosynthesis, UDP-Glc => UDP-GlcA => UDP-GalA	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	0.5000	0.5000	0	0
M01000	GDP-Man biosynthesis, Fru-6P => GDP-Man	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.0000	0.0000	0.0000	0	0
M01001	GDP-L-Fuc biosynthesis, L-Fuc => GDP-L-Fuc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	1	0.0000	0.0000	0.0000	0	0
M01002	UDP-GalNAc biosynthesis, Fru-6P => UDP-GalNAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	4	0.0000	0.2500	0.2500	0	0
M01003	UDP-GlcNAc biosynthesis, GlcNAc => UDP-GlcNAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.0000	0.0000	0.0000	0	0
M01004	UDP-Galf biosynthesis, UDP-Glc => UDP-Galf	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	0.0000	0.0000	0	0
M01005	UDP-XylNAc biosynthesis, UDP-GlcNAc => UDP-XylNAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	0.0000	0.0000	0	0
M01006	GDP-D-Rha4N biosynthesis, Fru-6P => GDP-D-Rha4N	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	5	0.0000	0.2000	0.2000	0	0
M01007	CMP-Pse5Ac7Ac biosynthesis, UDP-GlcNAc => CMP-Pse5Ac7Ac	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	6	0.0000	0.0000	0.0000	0	0
M01008	CMP-8eLeg5Ac7Ac biosynthesis, UDP-GlcNAc => CMP-8eLeg5Ac7Ac	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	7	0.0000	0.0000	0.0000	0	0
M01009	UDP-QuiNAc biosynthesis, UDP-GlcNAc => UDP-QuiNAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	0.0000	0.0000	0	0
M01010	UDP-BacNAc4NAc biosynthesis, UDP-GlcNAc => UDP-BacNAc4NAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.0000	0.0000	0.0000	0	0
M01011	CMP-Leg5Ac7Ac biosynthesis, UDP-BacNAc4NAc => CMP-Leg5Ac7Ac	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.0000	0.0000	0.0000	0	0
M01012	CMP-Leg5Ac7Ala biosynthesis, UDP-GlcNAc => CMP-Leg5Ac7Ala	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	7	0.0000	0.0000	0.0000	0	0
M01013	Molting hormone biosynthesis, insects, 2,22,25-trideoxyecdysone => ecdysone => 20-hydroxyecdysone	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other compounds	4	0.0000	0.0000	0.0000	0	0
M01014	UDP-ManNAcA biosynthesis, UDP-GlcNAc => UDP-ManNAcA	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	0.0000	0.0000	0	0
M01015	GDP-Man biosynthesis, Man => GDP-Man	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	0.0000	0.0000	0	0
M01016	GDP-L-Fuc biosynthesis, GDP-Man => GDP-L-Fuc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	1.0000	1.0000	0	0
M01017	GDP-L-Col biosynthesis, GDP-Man => GDP-L-Col	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.0000	0.3333	0.3333	0	0
M01018	GDP-D-Rha biosynthesis, GDP-Man => GDP-D-Rha	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	0.5000	0.5000	0	0
M01019	GDP-6-deoxy-Tal biosynthesis, GDP-Man => GDP-6-deoxy-Tal	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	1.0000	1.0000	0	0
M01020	GDP-D-Rha4NAc biosynthesis, GDP-Man => GDP-D-Rha4N => GDP-D-Rha4NAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.0000	0.3333	0.3333	0	0
M01021	UDP-L-Rha biosynthesis, UDP-Glc => UDP-L-Rha	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	0.0000	0.0000	0	0
M01022	dTDP-6-deoxy-L-Tal biosynthesis, Glc-1P => dTDP-6-deoxy-L-Tal	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	4	0.2500	0.2500	0.2500	0	0
M01023	dTDP-D-Fuc3NAc biosynthesis, Glc-1P => dTDP-D-Fuc3NAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	5	0.2000	0.2000	0.2000	0	0
M01024	dTDP-Qui3NAc biosynthesis, Glc-1P => dTDP-Qui3NAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	5	0.2000	0.2000	0.2000	0	0
M01025	dTDP-D-Fuc4NAc biosynthesis, Glc-1P => dTDP-D-Fuc4NAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	4	0.2500	0.5000	0.5000	0	0
M01026	dTDP-Qui4NAc biosynthesis, Glc-1P => dTDP-Qui4NAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	4	0.2500	0.2500	0.2500	0	0
M01027	dTDP-D-Fucf biosynthesis, Glc-1P => dTDP-D-Fucf	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	4	0.2500	0.2500	0.2500	0	0
M01028	GDP-DDmanHep biosynthesis, sedoheptulose-7P => GDP-DDmanHep	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	4	0.0000	0.2500	0.2500	0	0
M01029	CDP-Tyv biosynthesis, Glc-1P => CDP-Par => CDP-Tyv	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	5	0.0000	0.0000	0.0000	0	0
M01030	CDP-Abe biosynthesis, Glc-1P => CDP-Abe	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	4	0.0000	0.0000	0.0000	0	0
M01031	CDP-Asc biosynthesis, Glc-1P => CDP-Asc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	5	0.0000	0.0000	0.0000	0	0
M01032	UDP-D-FucNAc biosynthesis, UDP-GlcNAc => UDP-D-FucNAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	0.0000	0.0000	0	0
M01033	UDP-yelosamine biosynthesis, UDP-GlcNAc => UDP-yelosamine	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.0000	0.0000	0.0000	0	0
M01034	GDP-D-Rha4NFormyl biosynthesis, GDP-Man => GDP-D-Rha4N => GDP-D-Rha4NFormyl	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.0000	0.3333	0.3333	0	0
M01035	UDP-ManNAc3NAcA biosynthesis, UDP-GlcNAc => UDP-ManNAc3NAcA	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	5	0.0000	0.0000	0.0000	0	0
M01036	UDP-GalNAcA biosynthesis, UDP-GlcNAc => UDP-GalNAcA	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	0.0000	0.0000	0	0
M01037	UDP-D-FucNAc4N biosynthesis, UDP-GlcNAc => UDP-D-FucNAc4N	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	2	0.0000	0.0000	0.0000	0	0
M01038	Staphyloxanthin biosynthesis, bacteria, farnesyl-PP => staphyloxanthin	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid biosynthesis	6	0.0000	0.0000	0.0000	0	0
M01039	Spirilloxanthin biosynthesis, bacteria, lycopene => spirilloxanthin	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid biosynthesis	3	0.0000	0.0000	0.0000	0	0
M01040	Lutein biosynthesis, plants, lycopene => lutein	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid biosynthesis	4	0.0000	0.0000	0.0000	0	0
M01041	Bacterioruberin biosynthesis, archaea, lycopene => bacterioruberin	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid biosynthesis	3	0.0000	0.0000	0.0000	0	0
M01042	Neurosporaxanthin biosynthesis, fungi, lycopene => neurosporaxanthin	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid biosynthesis	4	0.0000	0.0000	0.0000	0	0
M01043	Okenone biosynthesis, bacteria, lycopene => okenone	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid biosynthesis	5	0.0000	0.0000	0.0000	0	0
M01044	Astaxanthin biosynthesis, beta-carotene => astaxanthin	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid biosynthesis	1	0.0000	0.0000	0.0000	0	0
M01045	Zeaxanthin biosynthesis, lycopene => beta-carotene => zeaxanthin	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid biosynthesis	2	0.0000	0.0000	0.0000	0	0
M01046	Xanthophyll cycle	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid biosynthesis	2	0.0000	0.0000	0.0000	0	0
M01047	Juvenile hormone biosynthesis, insects, farnesyl-PP => juvenile hormone III	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other compounds	5	0.0000	0.0000	0.0000	0	0
